# Vertices and their coordinates
A	118	211
B	336	62
C	258	584
D	147	377
E	615	811
F	347	491
G	73	308
H	89	502
I	283	246
J	789	233
K	579	348
L	540	505
M	362	618
N	401	252
O	92	677
P	687	244
Q	458	342
R	784	664
S	237	129
T	528	609
U	101	825
V	384	731
W	544	142
X	717	776
Y	838	766
Z	773	118
a	623	710
b	564	244
c	802	489
d	486	834
e	765	379
f	658	121
g	217	751
h	652	550
i	450	461
j	304	362
k	431	95
l	71	95
m	518	716
n	668	406
# Edges - weights will be calculated based on vertex data
f	Z	1	115.039123779695
f	W	2	115.91807451817
f	P	3	126.372465355393
f	b	4	154.806330619907
f	J	5	172.35138525698
h	L	6	120.702112657567
h	T	7	137.320792307647
h	n	8	144.886162210199
h	c	9	161.928996785628
h	a	10	162.606887922991
h	R	11	174.413302244984
h	e	12	204.963411368956
a	E	13	101.316336293808
a	m	14	105.171288857749
a	X	15	114.85643212289
a	T	16	138.657852283958
a	h	17	162.606887922991
a	R	18	167.442527453452
a	d	19	184.783657286027
L	i	20	100.179838290946
j	I	21	117.885537705013
j	F	22	135.97793938724
j	N	23	146.659469520382
j	Q	24	155.293270942433
j	D	25	157.714932710888
j	i	26	176.400113378648
j	C	27	226.715680975093
j	G	28	237.227738681631
e	n	29	100.687635785135
B	k	30	100.568384694197
B	S	31	119.540788018149
B	I	32	191.481069560414
B	N	33	200.810856280232
B	W	34	222.854212434946
B	A	35	264.054918530218
B	l	36	267.046812375658
i	L	37	100.179838290946
i	F	38	107.280007457121
i	Q	39	119.268604418766
i	T	40	167.296144605905
i	K	41	171.493440107778
P	J	42	102.591422643416
P	b	43	123
P	f	44	126.372465355393
P	K	45	149.933318511931
P	Z	46	152.551630604199
H	D	47	137.800580550301
H	O	48	175.025712396779
H	C	49	187.843019566871
H	G	50	194.658675635072
H	j	51	256.56383221335
H	F	52	258.234389654051
D	G	53	101.178060863015
D	H	54	137.800580550301
D	j	55	157.714932710888
D	A	56	168.51409436602
D	I	57	188.83061192508
D	F	58	230.208601055651
D	C	59	234.882949572761
N	Q	60	106.531685427388
N	I	61	118.152443901935
Q	N	62	106.531685427388
Q	i	63	119.268604418766
Q	K	64	121.148668998054
Q	b	65	144.360659460949
Q	j	66	155.293270942433
Q	L	67	182.463695019037
Q	F	68	185.800968781113
Q	I	69	199.602104197326
Q	W	70	217.706224072717
Q	n	71	219.535874061621
Q	k	72	248.471326313521
Y	R	73	115.412304370028
Y	X	74	121.412519947491
Y	a	75	222.173355738261
Y	E	76	227.49505489131
Y	c	77	279.329554469268
Y	h	78	285.047364485273
U	g	79	137.593604502535
U	O	80	148.273396130257
U	C	81	287.628232272147
U	V	82	298.202951024969
U	H	83	323.222833351853
U	M	84	333.121599419791
U	d	85	385.10518043776
U	F	86	414.815621692337
U	m	87	431.010440708807
U	D	88	450.35541520004
U	T	89	478.523771614326
M	C	90	109.416634932719
M	V	91	115.121674761967
M	F	92	127.882758806651
M	T	93	166.243796876756
M	i	94	179.980554505202
M	m	95	184.22811946063
M	g	96	196.758735511285
M	L	97	210.838800983121
A	G	98	106.929883568626
A	l	99	125.159897730863
A	S	100	144.516435051519
A	D	101	168.51409436602
A	I	102	168.67127793433
A	j	103	239.576710053377
A	B	104	264.054918530218
k	B	105	100.568384694197
k	W	106	122.384639559056
k	N	107	159.840545544615
k	S	108	196.956848065763
k	b	109	199.724810677091
k	I	110	211.435569382259
F	i	111	107.280007457121
F	M	112	127.882758806651
Z	f	113	115.039123779695
Z	J	114	116.10770861575
Z	P	115	152.551630604199
Z	W	116	230.254207344839
Z	b	117	244.04302899284
Z	e	118	261.122576580425
W	b	119	103.94229168149
W	f	120	115.91807451817
G	D	121	101.178060863015
G	A	122	106.929883568626
G	H	123	194.658675635072
G	l	124	213.009389464408
G	I	125	218.961183774659
G	j	126	237.227738681631
T	L	127	104.690018626419
T	m	128	107.466273779265
T	h	129	137.320792307647
T	a	130	138.657852283958
O	g	131	145.261832564511
E	a	132	101.316336293808
E	X	133	107.837841224683
E	d	134	131.034346642398
E	m	135	135.771867483658
E	T	136	219.938627803303
E	R	137	223.986606742457
R	Y	138	115.412304370028
R	X	139	130.510535973154
R	a	140	167.442527453452
R	h	141	174.413302244984
J	P	142	102.591422643416
J	Z	143	116.10770861575
J	e	144	147.959453905453
X	E	145	107.837841224683
g	U	146	137.593604502535
g	O	147	145.261832564511
g	V	148	168.193341128595
g	C	149	171.959297509614
g	M	150	196.758735511285
I	j	151	117.885537705013
I	N	152	118.152443901935
I	S	153	125.717938258627
I	A	154	168.67127793433
I	D	155	188.83061192508
I	B	156	191.481069560414
I	Q	157	199.602104197326
S	B	158	119.540788018149
C	M	159	109.416634932719
C	F	160	128.724512040248
C	g	161	171.959297509614
l	A	162	125.159897730863
l	S	163	169.446156639801
l	G	164	213.009389464408
l	I	165	260.278696784812
l	B	166	267.046812375658
l	D	167	292.061637330205
l	j	168	354.369863278468
l	k	169	360
l	N	170	365.443566094684
l	H	171	407.397839955
